"";"Sample1";"Sample2";"Sample3";"Sample4";"Sample5";"Sample6";"Sample7";"Sample8";"Sample9";"Sample10";"Sample11";"Sample12";"Sample13";"Sample14";"Sample15";"Sample16"
"KRT75";1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;12,6347927002262;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;13,9856935352968;12,4965108539254;1,07898322248678;1,07898322248678;13,597878367077;1,07898322248678
"OSBPL2";1,07898322248678;13,3575471293124;1,07898322248678;1,07898322248678;12,2959490352044;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;8,07408039916903;1,07898322248678;12,6269598687231;13,4276675085691
"KRT6A";1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;12,0098558264567;1,07898322248678;12,5372816071026;13,1863250165833;1,07898322248678;13,6504804509598;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678
"EEF1A2";1,07898322248678;1,07898322248678;12,9811214402633;12,416995270244;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;12,9271868666234;12,4356632004827;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678
"GSTM1";7,55216908746046;1,07898322248678;1,07898322248678;1,07898322248678;13,9818793465523;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;7,8267709353932;13,5534921217434;1,07898322248678;9,82706746056836;13,3605320398877;6,35177347149113;1,07898322248678
"KRT20";12,8402654047371;12,8883184212874;11,0572087819147;11,205860052621;11,1318506210704;11,1009578751048;1,07898322248678;1,07898322248678;13,6667462987541;1,07898322248678;13,1490935312692;13,4064151818907;13,32419223483;13,045577792341;12,8965303655929;1,07898322248678
"KRT10";11,0973418219046;12,2484353932047;1,07898322248678;1,07898322248678;1,07898322248678;11,1639011774404;12,4654438096413;1,07898322248678;1,07898322248678;11,9819060028798;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678
"H3F3A";1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;13,6417886518858;1,07898322248678;1,07898322248678;14,2227476207099;13,5347372908183;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678
"NME1";1,07898322248678;10,6781925053621;11,6249015770862;11,4007224707163;11,2972206125942;10,4475251853673;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;12,4396683612294;9,71163581872507;1,07898322248678;1,07898322248678;10,6354875529284;10,0303201852011
"KRT13";1,07898322248678;13,4067427394819;11,6070133105286;1,07898322248678;1,07898322248678;11,8688687022959;13,2048195142115;13,1575416826262;14,0335867962829;13,6495643620433;13,7416643954409;13,6877150579384;14,4591989084602;13,7168040192522;13,7395368063173;14,0437429787084
"RAB1A";1,07898322248678;10,5656275931454;10,5570058005578;10,4031545241589;11,0529315606028;10,7914286851824;10,6638608723093;10,7456247936968;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;10,7554084254828;1,07898322248678
"MYH11";11,2313321081772;1,07898322248678;10,5824463639198;10,3402908226246;10,480874699057;1,07898322248678;10,1972666303386;1,07898322248678;1,07898322248678;11,1666277493796;1,07898322248678;10,5300863613652;10,1218341596197;1,07898322248678;1,07898322248678;1,07898322248678
"DES";9,122732963445;1,07898322248678;1,07898322248678;9,66189314902776;10,7620560380309;1,07898322248678;11,5550541951855;1,07898322248678;1,07898322248678;11,8367977442817;1,07898322248678;11,6891817427191;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678
"S100A2";1,07898322248678;11,6628853480248;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;10,9298198027421;10,7524285081498;9,78223699976966;8,13422130298124;1,07898322248678;1,07898322248678;11,5057136120751;9,11245851266652;8,93241382978136;11,4066246771787
"FAM69A";1,07898322248678;1,07898322248678;1,07898322248678;9,72440008379701;1,07898322248678;1,07898322248678;1,07898322248678;11,0749188110983;1,07898322248678;1,07898322248678;9,70872388685632;11,7770202147226;1,07898322248678;11,9719019202374;8,99598612013702;1,07898322248678
"FABP4";1,07898322248678;1,07898322248678;7,37970347641228;14,2377263900429;1,07898322248678;1,07898322248678;8,7355911986491;10,2054912032548;1,07898322248678;10,1478013853127;1,07898322248678;10,3812945539236;12,0428149910074;9,53062655366188;9,85786825725324;8,64484407382392
"ACTC1";1,07898322248678;15,4324525088317;14,9957422926355;1,07898322248678;15,0792637868055;14,6677848653843;15,4968849183854;15,0796394658022;14,4366415402065;15,4975597799095;14,1200487152674;15,5488338512629;15,1735623321818;14,211756867073;14,4833200245739;14,6157443934006
"AKR1C2";13,1774392222109;1,07898322248678;1,07898322248678;11,6541378374264;9,98228896204468;10,9598371700123;10,8143626594875;10,2967395732905;1,07898322248678;1,07898322248678;9,62444514485925;9,9373975919278;1,07898322248678;11,5718137613239;9,46531485645102;11,1313283754018
"MYL9";1,07898322248678;1,07898322248678;1,07898322248678;9,78323153268261;10,0248472101267;1,07898322248678;10,7407214911353;1,07898322248678;1,07898322248678;10,8262184988115;1,07898322248678;10,7927289524544;10,0453076872981;1,07898322248678;1,07898322248678;1,07898322248678
"CKB";8,65088685274468;1,07898322248678;1,07898322248678;11,3938262736362;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;9,92621970354395;8,33461314417784;11,0981421600415;1,07898322248678;1,07898322248678;11,3646141612466;9,16857909983416;1,07898322248678
"HIST1H2AH";1,07898322248678;14,0820202644201;14,9457532014267;1,07898322248678;15,0314747092811;14,9206780017548;14,7898270198343;14,8002228379084;14,6169964727723;14,5786435745209;14,2978444244518;14,5556721155474;14,8037468976594;14,0543245390505;13,961192396173;14,1299540922454
"S100A10";9,93479321623961;9,88268077440969;9,79694313905228;9,64037674198503;1,07898322248678;9,93240888745482;11,5603183503424;1,07898322248678;10,8047853908373;10,7905136619573;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;8,35541927713703;11,1443245141394
"KRT1";9,6934839557977;9,6009289937284;1,07898322248678;1,07898322248678;1,07898322248678;10,2764509599703;9,7042342568629;9,54245298393783;9,9478075947726;9,30347541123129;1,07898322248678;1,07898322248678;1,07898322248678;11,1004659647662;1,07898322248678;1,07898322248678
"TPM2";1,07898322248678;10,363136355236;9,20463163786889;9,91299123420095;10,2083535119094;9,62651478695655;1,07898322248678;9,16135643542892;1,07898322248678;11,6466817448924;9,13118724101382;11,1691384771602;10,32498586434;1,07898322248678;1,07898322248678;1,07898322248678
"HLA-A";1,07898322248678;11,8378495716611;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;9,9029878580974;11,5501856637696;1,07898322248678;1,07898322248678;10,1462777536838;1,07898322248678;8,99986413040056;1,07898322248678;1,07898322248678;1,07898322248678
"RAB11B";9,48509813072521;1,07898322248678;1,07898322248678;9,23862789123775;1,07898322248678;9,66602167076817;9,51243466546232;1,07898322248678;11,1176617581017;9,75534987352393;10,1438103686821;1,07898322248678;1,07898322248678;1,07898322248678;1,07898322248678;9,66129683730148
